CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,723.196777,50,951,0,3.38
STANDARD,695.156921,50,820,0,3.42
STANDARD,664.497009,50,651,0,3.91
STANDARD,699.644104,50,1165,0,3.90
STANDARD,811.738098,50,770,0,4.26
STANDARD,679.346252,50,933,0,4.28
STANDARD,694.161682,50,850,0,3.25
STANDARD,758.756470,50,899,0,3.97
STANDARD,779.448059,50,634,0,4.45
STANDARD,810.540894,50,917,0,3.80
STANDARD,709.040833,50,750,0,3.54
STANDARD,789.279541,50,1265,0,3.50
STANDARD,708.237549,50,883,0,2.78
STANDARD,808.495911,50,950,0,2.98
STANDARD,653.413635,50,902,0,3.02
