CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,763.342773,30,949,0,5.70
AREA,719.596375,30,1151,1,4.24
AREA,754.156738,30,968,0,3.29
AREA,761.326782,30,883,0,4.32
AREA,783.737854,30,950,0,4.62
AREA,755.111877,30,601,0,4.23
AREA,752.612671,30,966,0,4.85
AREA,775.738464,30,816,0,3.37
AREA,751.033997,30,864,0,5.30
AREA,761.240601,30,718,0,3.76
AREA,728.007690,30,719,0,4.53
AREA,722.357422,30,1037,0,5.03
AREA,726.237244,30,951,0,3.47
AREA,739.219971,30,851,0,3.89
AREA,747.695679,30,1301,0,4.96
