CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,742.931702,10,1066,0,6.76
BUBBLE,761.431946,10,999,0,4.92
BUBBLE,746.145874,10,1016,0,6.44
BUBBLE,746.494141,10,1699,0,1.81
BUBBLE,784.289673,10,1034,0,6.20
BUBBLE,717.285645,10,701,0,4.99
BUBBLE,757.754822,10,799,0,5.99
BUBBLE,763.484741,10,967,0,6.58
BUBBLE,724.846863,10,1017,0,5.27
BUBBLE,763.648560,10,1085,0,7.20
BUBBLE,744.674988,10,1085,0,4.58
BUBBLE,717.396423,10,2149,0,7.18
BUBBLE,755.024597,10,1564,0,6.40
BUBBLE,757.687317,10,882,0,5.77
BUBBLE,714.287964,10,749,0,5.62
