CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,786.539734,30,1071,0,4.78
BUBBLE,761.478394,30,792,0,4.01
BUBBLE,814.386658,30,1115,0,5.48
BUBBLE,768.781616,30,967,0,3.51
BUBBLE,779.301453,30,1014,0,4.50
BUBBLE,760.165161,30,971,0,5.43
BUBBLE,758.276123,30,869,0,5.12
BUBBLE,757.623474,30,752,0,5.25
BUBBLE,771.292114,30,909,0,5.59
BUBBLE,739.564697,30,765,0,5.15
BUBBLE,737.644531,30,920,0,4.14
BUBBLE,762.794922,30,1022,0,5.33
BUBBLE,768.825073,30,752,0,4.38
BUBBLE,737.112976,30,833,0,4.26
BUBBLE,752.556641,30,833,0,4.07
