CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,793.249146,30,1083,0,5.80
BUBBLE,788.180664,30,650,0,5.15
BUBBLE,539.539429,30,568,0,3.99
BUBBLE,820.436890,30,614,0,4.29
BUBBLE,675.837036,30,584,0,3.22
BUBBLE,791.999329,30,519,0,3.24
BUBBLE,548.675720,30,599,0,4.50
BUBBLE,513.702820,30,516,0,3.74
BUBBLE,830.402039,30,599,0,1.68
BUBBLE,1009.332642,30,535,0,3.22
BUBBLE,686.997498,30,549,0,3.59
BUBBLE,769.832092,30,566,0,5.01
BUBBLE,672.091431,30,631,0,5.05
BUBBLE,657.667664,30,604,0,4.04
BUBBLE,754.551270,30,632,0,3.34
