CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,784.173889,10,2198,2,6.42
STANDARD,753.450195,10,1000,0,5.80
STANDARD,735.732605,10,1468,1,5.78
STANDARD,758.832214,10,1616,0,7.23
STANDARD,771.605591,10,1150,0,7.28
STANDARD,701.316467,10,1234,0,7.05
STANDARD,738.183472,10,1234,0,6.58
STANDARD,815.603271,10,3033,4,6.78
STANDARD,748.583984,10,1866,1,6.54
STANDARD,691.921265,10,1381,0,5.60
STANDARD,814.557861,10,1400,1,6.44
STANDARD,663.740540,10,2234,1,6.60
STANDARD,822.397888,10,1568,0,6.34
STANDARD,841.096558,10,1214,1,5.65
STANDARD,831.993896,10,1067,1,5.06
