CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,630.679932,10,850,1,6.32
AREA,544.996094,10,901,0,5.81
AREA,668.127625,10,633,0,5.43
AREA,914.621948,10,501,0,5.26
AREA,722.625610,10,1151,0,6.71
AREA,863.186401,10,982,0,6.77
AREA,924.572632,10,1199,1,5.40
AREA,694.344238,10,684,0,4.12
AREA,919.874207,10,1151,0,6.52
AREA,741.310486,10,819,0,6.71
AREA,782.534241,10,735,0,6.48
AREA,636.772095,10,483,0,5.04
AREA,525.486633,10,585,0,5.69
AREA,465.028992,10,798,1,4.98
AREA,1049.515625,10,585,0,5.22
