CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,730.795471,50,751,0,4.62
AREA,646.780945,50,648,0,3.47
AREA,609.495789,50,967,0,4.15
AREA,646.578430,50,551,0,3.37
AREA,711.226807,50,698,0,4.54
AREA,786.593018,50,948,0,5.11
AREA,827.814453,50,698,0,2.19
AREA,842.366943,50,782,0,4.26
AREA,663.922668,50,769,0,3.31
AREA,790.183411,50,636,0,2.92
AREA,688.708679,50,835,0,3.63
AREA,668.786133,50,786,0,3.91
AREA,678.944580,50,1051,0,4.78
AREA,815.100464,50,633,0,1.41
AREA,761.323975,50,533,0,4.24
