CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,745.974304,10,1550,1,6.29
STANDARD,725.401672,10,1783,1,6.75
STANDARD,778.127136,10,1833,1,7.10
STANDARD,744.006653,10,967,0,7.12
STANDARD,747.431763,10,1684,1,6.29
STANDARD,753.296265,10,2053,2,5.58
STANDARD,741.774231,10,1121,0,6.03
STANDARD,718.976990,10,811,0,4.74
STANDARD,794.337097,10,2014,1,5.92
STANDARD,733.058899,10,1133,0,5.73
STANDARD,728.101135,10,1050,0,5.94
STANDARD,730.956665,10,1264,0,6.09
STANDARD,765.110291,10,1520,0,5.62
STANDARD,785.844482,10,651,0,5.52
STANDARD,764.061279,10,2368,2,6.88
