CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,771.376465,50,684,0,2.33
BUBBLE,853.587219,50,1250,0,1.54
BUBBLE,760.858093,50,885,0,3.29
BUBBLE,644.800049,50,634,0,1.35
BUBBLE,777.180298,50,867,0,3.95
BUBBLE,794.152100,50,1216,0,4.01
BUBBLE,828.482788,50,1116,0,4.61
BUBBLE,807.648071,50,786,0,4.05
BUBBLE,761.529114,50,760,0,2.14
BUBBLE,829.231262,50,937,0,4.12
BUBBLE,706.329163,50,1101,0,4.63
BUBBLE,693.688477,50,1601,0,5.03
BUBBLE,714.723206,50,982,0,3.27
BUBBLE,836.133423,50,1033,0,4.52
BUBBLE,781.371704,50,1587,0,4.37
