CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,667.172913,50,485,0,2.29
STANDARD,747.196350,50,850,0,4.21
STANDARD,705.075989,50,550,0,4.28
STANDARD,759.362305,50,832,0,3.86
STANDARD,684.535095,50,783,0,2.74
STANDARD,770.670410,50,1198,1,3.04
STANDARD,730.647034,50,819,0,3.15
STANDARD,781.016602,50,669,0,4.12
STANDARD,706.260986,50,734,0,4.79
STANDARD,823.713013,50,634,0,2.08
STANDARD,767.839417,50,649,0,2.68
STANDARD,758.215942,50,1314,0,4.94
STANDARD,726.221436,50,882,0,2.87
STANDARD,852.788147,50,1050,1,3.09
STANDARD,643.874329,50,684,0,4.14
