CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,750.096802,10,719,0,6.07
BUBBLE,611.066284,10,516,0,5.29
BUBBLE,812.725159,10,532,0,5.72
BUBBLE,962.183960,10,1735,0,7.02
BUBBLE,835.918457,10,1217,0,7.13
BUBBLE,726.869629,10,1083,0,6.53
BUBBLE,783.745117,10,916,0,6.78
BUBBLE,805.124695,10,918,0,6.24
BUBBLE,488.313171,10,596,0,7.11
BUBBLE,602.571289,10,770,0,6.43
BUBBLE,708.065735,10,482,0,3.84
BUBBLE,918.448364,10,951,0,6.86
BUBBLE,691.158386,10,850,0,7.22
BUBBLE,876.322083,10,983,0,6.05
BUBBLE,768.153687,10,747,0,6.27
