CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,771.578796,30,1055,1,5.32
AREA,734.131409,30,1002,0,5.22
AREA,757.418030,30,820,0,4.59
AREA,735.113708,30,776,0,4.56
AREA,783.377136,30,1033,1,4.80
AREA,725.321350,30,767,0,2.20
AREA,741.659973,30,769,0,4.44
AREA,771.812866,30,1116,0,4.73
AREA,718.163208,30,720,0,4.23
AREA,742.602783,30,1035,1,4.75
AREA,728.107849,30,996,0,5.47
AREA,727.617493,30,1117,0,5.58
AREA,759.073669,30,986,0,2.70
AREA,743.892334,30,638,0,2.71
AREA,747.059998,30,1234,0,5.49
