CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,494.787689,30,1233,1,4.99
STANDARD,800.438538,30,1067,0,4.36
STANDARD,570.506653,30,783,0,4.36
STANDARD,778.496521,30,1301,1,4.82
STANDARD,609.106995,30,950,0,3.99
STANDARD,961.688660,30,767,0,4.80
STANDARD,870.645996,30,960,0,4.70
STANDARD,505.235901,30,852,0,4.09
STANDARD,784.694336,30,1099,0,4.42
STANDARD,990.745605,30,817,0,4.53
STANDARD,726.355774,30,1168,0,5.63
STANDARD,604.335327,30,1216,0,5.19
STANDARD,466.099854,30,1116,1,4.18
STANDARD,663.869751,30,1050,0,3.55
STANDARD,572.087097,30,1032,1,2.87
