CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,727.455261,30,484,0,4.24
AREA,638.045776,30,616,0,4.24
AREA,640.627930,30,1049,1,3.73
AREA,766.110718,30,767,1,4.13
AREA,798.292542,30,785,1,2.81
AREA,733.656311,30,584,0,3.62
AREA,639.496826,30,633,0,4.33
AREA,725.892395,30,618,0,3.64
AREA,747.121582,30,633,0,5.08
AREA,835.216064,30,1050,0,5.66
AREA,756.129639,30,635,0,5.77
AREA,765.407715,30,1071,2,4.65
AREA,787.993286,30,867,1,4.14
AREA,728.695740,30,716,0,4.58
AREA,754.341492,30,633,0,4.83
