CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,719.522888,10,1102,0,7.18
AREA,734.189819,10,1170,1,6.03
AREA,785.778320,10,1282,1,6.84
AREA,779.791565,10,753,1,5.33
AREA,768.863525,10,1018,1,5.98
AREA,708.708252,10,567,0,4.59
AREA,701.443115,10,985,0,6.26
AREA,760.033691,10,1619,1,5.18
AREA,801.538269,10,750,0,6.39
AREA,776.426514,10,1018,0,5.95
AREA,761.282898,10,1016,0,6.53
AREA,713.583557,10,932,0,6.39
AREA,787.326721,10,933,0,6.30
AREA,685.339661,10,699,0,5.21
AREA,756.868347,10,867,0,5.88
