CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,862.728638,30,984,0,5.22
STANDARD,860.189209,30,752,0,4.53
STANDARD,797.871704,30,600,0,4.34
STANDARD,709.048584,30,751,0,3.71
STANDARD,728.464905,30,933,0,3.67
STANDARD,721.896423,30,1065,0,4.62
STANDARD,671.904846,30,417,0,1.67
STANDARD,753.783203,30,917,0,4.18
STANDARD,703.151489,30,834,0,4.25
STANDARD,774.905457,30,585,0,2.31
STANDARD,671.239258,30,1283,0,3.87
STANDARD,816.621887,30,834,0,3.34
STANDARD,750.508911,30,883,0,4.52
STANDARD,799.418579,30,1267,0,4.75
STANDARD,694.799988,30,800,0,3.93
