CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,832.973572,30,683,0,4.81
BUBBLE,814.366211,30,683,0,3.34
BUBBLE,674.153748,30,702,0,3.45
BUBBLE,781.863525,30,1102,2,3.64
BUBBLE,788.067322,30,433,0,4.57
BUBBLE,839.791443,30,1017,0,4.04
BUBBLE,691.793884,30,766,0,3.70
BUBBLE,700.690125,30,784,0,2.46
BUBBLE,770.114014,30,849,0,4.91
BUBBLE,818.018372,30,1068,0,4.42
BUBBLE,791.412109,30,715,0,3.31
BUBBLE,774.111816,30,731,0,5.66
BUBBLE,802.062866,30,884,0,5.33
BUBBLE,734.258118,30,617,0,4.15
BUBBLE,715.378723,30,864,0,5.55
