CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,729.162354,30,571,0,2.97
BUBBLE,682.918823,30,1050,1,3.48
BUBBLE,766.641113,30,986,0,4.85
BUBBLE,706.479736,30,1083,0,5.17
BUBBLE,713.795776,30,1101,0,5.34
BUBBLE,745.960510,30,983,0,4.56
BUBBLE,729.805237,30,618,0,4.84
BUBBLE,759.037231,30,1000,0,4.22
BUBBLE,778.078552,30,1115,0,5.45
BUBBLE,749.315735,30,837,0,3.33
BUBBLE,742.935730,30,917,0,4.40
BUBBLE,692.002747,30,887,0,3.48
BUBBLE,755.311951,30,936,0,4.11
BUBBLE,779.113525,30,751,0,3.92
BUBBLE,729.549377,30,600,0,3.78
