CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,798.203491,50,637,0,3.38
BUBBLE,408.144684,50,818,0,2.62
BUBBLE,662.029907,50,1066,0,4.15
BUBBLE,843.964539,50,750,0,4.63
BUBBLE,754.846069,50,548,0,3.52
BUBBLE,625.294067,50,800,0,3.24
BUBBLE,1105.570068,50,681,0,2.84
BUBBLE,518.324341,50,486,0,1.21
BUBBLE,643.571655,50,685,0,4.58
BUBBLE,675.619873,50,619,0,1.83
BUBBLE,755.775757,50,535,0,2.68
BUBBLE,909.901184,50,802,0,4.99
BUBBLE,788.880615,50,515,0,2.71
BUBBLE,812.577759,50,983,0,5.18
BUBBLE,747.134460,50,731,0,3.86
