CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,742.079712,50,868,0,4.22
STANDARD,743.684143,50,918,1,3.40
STANDARD,772.643738,50,1202,0,3.22
STANDARD,758.479492,50,953,0,4.62
STANDARD,723.862366,50,765,0,1.98
STANDARD,786.221252,50,1120,0,4.73
STANDARD,771.007629,50,1074,0,5.06
STANDARD,730.946289,50,768,0,4.41
STANDARD,772.442688,50,1383,1,3.40
STANDARD,713.837830,50,1087,0,4.59
STANDARD,749.607544,50,736,0,4.38
STANDARD,740.949890,50,473,0,3.01
STANDARD,730.230225,50,871,0,3.57
STANDARD,782.645508,50,791,0,3.53
STANDARD,738.316101,50,1215,1,3.77
