CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,776.018921,10,733,0,6.20
BUBBLE,778.323303,10,717,0,5.92
BUBBLE,758.273987,10,634,0,5.88
BUBBLE,743.244385,10,833,0,6.41
BUBBLE,723.367249,10,1217,1,6.18
BUBBLE,729.989014,10,652,0,5.77
BUBBLE,719.452576,10,1036,1,6.74
BUBBLE,744.397888,10,516,0,5.69
BUBBLE,792.809753,10,801,0,5.29
BUBBLE,719.375854,10,680,0,5.44
BUBBLE,739.582642,10,2034,2,5.56
BUBBLE,728.194092,10,816,1,5.49
BUBBLE,765.608093,10,1017,0,6.46
BUBBLE,706.468323,10,913,1,5.22
BUBBLE,747.329651,10,1030,0,6.76
