CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,729.467041,30,836,0,5.26
AREA,745.498535,30,918,0,2.49
AREA,755.806885,30,935,0,5.57
AREA,779.691284,30,885,0,3.78
AREA,647.961060,30,1434,1,4.39
AREA,784.729431,30,751,0,4.67
AREA,777.705688,30,784,0,4.85
AREA,780.570679,30,1052,2,4.80
AREA,732.912903,30,784,0,4.94
AREA,717.936646,30,836,0,4.54
AREA,781.587036,30,701,0,5.00
AREA,798.568726,30,1287,0,5.61
AREA,672.632690,30,802,0,6.02
AREA,709.792725,30,717,0,4.84
AREA,653.968689,30,901,1,3.97
