CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,768.216919,50,689,0,4.38
BUBBLE,806.680908,50,1905,2,5.09
BUBBLE,764.782104,50,771,0,4.18
BUBBLE,757.942383,50,774,0,4.69
BUBBLE,779.776184,50,1372,1,4.03
BUBBLE,802.770203,50,1115,1,4.26
BUBBLE,779.488159,50,986,1,3.87
BUBBLE,760.232056,50,907,1,2.98
BUBBLE,763.800964,50,670,0,3.82
BUBBLE,754.826965,50,873,0,4.42
BUBBLE,787.051331,50,652,0,3.43
BUBBLE,770.729126,50,721,0,2.53
BUBBLE,779.713074,50,767,0,3.22
BUBBLE,773.950317,50,671,0,3.38
BUBBLE,758.251099,50,1155,0,4.48
