CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,759.913818,30,637,0,3.23
BUBBLE,745.890747,30,717,0,5.09
BUBBLE,778.018555,30,750,0,4.70
BUBBLE,742.708008,30,620,0,4.27
BUBBLE,762.615295,30,868,0,5.10
BUBBLE,764.725220,30,603,0,4.68
BUBBLE,760.505981,30,609,0,4.71
BUBBLE,768.669495,30,634,0,3.57
BUBBLE,762.393799,30,1297,1,5.47
BUBBLE,729.178589,30,1705,2,4.60
BUBBLE,722.096313,30,668,0,5.45
BUBBLE,764.861694,30,1185,0,5.99
BUBBLE,784.846252,30,767,0,4.39
BUBBLE,715.688416,30,502,0,4.79
BUBBLE,773.640320,30,969,0,5.18
