CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,722.721741,30,1218,0,3.95
STANDARD,744.675964,30,1151,0,5.44
STANDARD,787.180237,30,1050,0,4.92
STANDARD,740.214355,30,1232,0,5.42
STANDARD,710.435791,30,1117,0,5.03
STANDARD,756.801147,30,984,0,4.88
STANDARD,728.853394,30,884,0,4.25
STANDARD,680.447693,30,621,0,3.68
STANDARD,764.350342,30,913,0,5.35
STANDARD,753.572937,30,1253,0,5.32
STANDARD,764.483643,30,903,0,4.51
STANDARD,697.725830,30,1235,0,4.58
STANDARD,715.722595,30,1101,0,5.45
STANDARD,737.996460,30,1184,0,5.46
STANDARD,723.334473,30,735,0,3.08
