CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,747.570068,50,1021,0,3.35
AREA,771.463135,50,624,0,3.54
AREA,776.110107,50,1139,0,4.36
AREA,750.239563,50,904,0,4.22
AREA,751.350159,50,578,0,3.29
AREA,777.502502,50,1022,0,3.81
AREA,784.759521,50,1060,0,3.99
AREA,777.012451,50,1004,1,3.51
AREA,765.634521,50,596,0,4.01
AREA,786.781433,50,1370,1,5.01
AREA,781.271973,50,857,0,2.49
AREA,777.589294,50,750,0,4.20
AREA,774.309570,50,838,0,3.50
AREA,770.275391,50,470,0,2.73
AREA,752.172852,50,668,0,2.98
