CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,837.636414,10,1317,0,6.32
STANDARD,747.006592,10,1384,0,6.66
STANDARD,429.210876,10,1231,1,4.24
STANDARD,1130.959717,10,1647,1,4.56
STANDARD,512.027161,10,1366,2,5.23
STANDARD,801.928650,10,1200,1,6.17
STANDARD,811.399414,10,1568,1,6.26
STANDARD,721.928894,10,634,0,4.41
STANDARD,793.539490,10,1234,1,6.48
STANDARD,657.059021,10,832,0,6.01
STANDARD,618.210327,10,902,0,7.20
STANDARD,424.360046,10,1383,0,6.72
STANDARD,625.636841,10,1267,0,6.14
STANDARD,1024.796997,10,1233,0,6.01
STANDARD,740.343872,10,931,0,6.07
