CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,677.451599,30,765,0,5.51
AREA,801.373169,30,516,0,4.66
AREA,967.123901,30,949,0,5.24
AREA,848.955200,30,819,0,4.14
AREA,800.825073,30,931,0,5.69
AREA,607.773438,30,799,0,4.02
AREA,619.100098,30,966,0,5.41
AREA,714.872864,30,1150,0,4.76
AREA,639.766785,30,634,0,5.08
AREA,1073.114380,30,651,0,3.78
AREA,595.893066,30,1327,0,5.74
AREA,635.116089,30,901,1,5.56
AREA,353.463684,30,684,0,4.83
AREA,834.563965,30,982,0,5.39
AREA,910.831543,30,818,0,5.09
