CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,767.170166,30,430,0,4.64
BUBBLE,715.328857,30,752,0,3.48
BUBBLE,785.941162,30,698,0,5.26
BUBBLE,770.210571,30,713,0,4.40
BUBBLE,742.245422,30,866,0,5.18
BUBBLE,779.517639,30,536,0,4.61
BUBBLE,748.011658,30,685,0,3.81
BUBBLE,740.144165,30,1244,1,4.72
BUBBLE,760.491089,30,672,0,5.32
BUBBLE,738.185547,30,530,1,3.76
BUBBLE,755.829773,30,468,0,2.79
BUBBLE,775.320435,30,1035,0,4.79
BUBBLE,775.517883,30,720,0,5.31
BUBBLE,740.158142,30,965,1,5.21
BUBBLE,740.037720,30,570,0,3.94
