CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,754.913452,30,1285,0,4.12
STANDARD,758.093994,30,951,0,4.63
STANDARD,744.603149,30,951,0,4.33
STANDARD,748.001038,30,903,0,5.35
STANDARD,743.827271,30,754,0,3.75
STANDARD,747.262878,30,969,1,4.45
STANDARD,737.755371,30,597,0,3.08
STANDARD,755.876770,30,969,1,2.34
STANDARD,775.330627,30,1167,1,5.02
STANDARD,755.149902,30,1086,1,4.43
STANDARD,768.717224,30,1101,1,3.64
STANDARD,738.836304,30,760,0,4.41
STANDARD,772.962585,30,1231,1,4.02
STANDARD,730.618042,30,1087,0,4.70
STANDARD,715.651001,30,902,1,3.06
