CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,787.295532,50,571,0,4.09
BUBBLE,758.323425,50,833,1,3.60
BUBBLE,791.547729,50,559,0,3.26
BUBBLE,731.770569,50,1019,0,4.74
BUBBLE,722.856262,50,836,0,4.35
BUBBLE,744.865845,50,1051,1,3.33
BUBBLE,750.525940,50,1051,0,4.41
BUBBLE,782.259155,50,803,0,4.49
BUBBLE,756.246582,50,669,0,4.07
BUBBLE,799.519165,50,664,0,3.57
BUBBLE,772.959961,50,616,0,3.30
BUBBLE,757.536377,50,618,0,4.39
BUBBLE,727.113037,50,501,0,2.44
BUBBLE,767.806396,50,452,0,2.29
BUBBLE,720.221619,50,484,0,3.33
