CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,743.016968,50,955,0,4.18
STANDARD,769.683777,50,1018,0,4.62
STANDARD,807.988586,50,856,0,3.58
STANDARD,752.801636,50,939,0,3.73
STANDARD,763.476196,50,668,0,3.15
STANDARD,775.392822,50,1136,0,4.31
STANDARD,765.683533,50,753,0,3.84
STANDARD,745.803894,50,751,0,2.73
STANDARD,748.701294,50,752,0,3.11
STANDARD,754.833679,50,980,0,3.98
STANDARD,742.801697,50,1107,0,4.24
STANDARD,737.458130,50,747,0,2.77
STANDARD,742.880493,50,701,0,3.45
STANDARD,744.817383,50,1008,0,4.20
STANDARD,709.471802,50,630,0,2.64
