CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,695.074341,30,684,0,3.97
AREA,796.980103,30,1019,0,4.83
AREA,781.739624,30,1036,0,5.92
AREA,764.739136,30,937,1,5.59
AREA,784.696594,30,1015,0,5.49
AREA,779.428589,30,951,0,5.46
AREA,757.792542,30,716,0,3.54
AREA,717.627380,30,768,0,4.47
AREA,757.529785,30,868,0,4.46
AREA,753.769348,30,584,0,2.93
AREA,809.664185,30,501,0,1.86
AREA,719.946655,30,1137,2,2.23
AREA,745.960449,30,917,0,5.89
AREA,748.204468,30,903,0,4.70
AREA,687.936279,30,661,0,4.66
