CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,767.950073,50,1224,0,3.99
STANDARD,758.011475,50,951,0,4.40
STANDARD,755.367310,50,886,0,4.54
STANDARD,767.386841,50,1387,0,3.98
STANDARD,749.776733,50,1441,1,4.08
STANDARD,756.762573,50,880,0,3.85
STANDARD,759.975525,50,703,0,3.83
STANDARD,760.787964,50,667,0,2.80
STANDARD,757.594604,50,1020,1,4.04
STANDARD,766.944763,50,836,0,4.57
STANDARD,788.297302,50,570,0,1.66
STANDARD,767.714722,50,1045,0,4.09
STANDARD,758.934082,50,719,0,4.29
STANDARD,764.096252,50,884,1,1.69
STANDARD,777.403870,50,871,0,4.05
