CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,842.601685,10,483,0,5.79
BUBBLE,793.593628,10,485,0,6.03
BUBBLE,861.613708,10,934,0,6.12
BUBBLE,801.564209,10,1801,1,7.03
BUBBLE,749.811890,10,617,0,5.65
BUBBLE,649.958252,10,634,0,5.48
BUBBLE,644.457886,10,665,0,6.75
BUBBLE,740.243469,10,667,0,5.94
BUBBLE,743.763611,10,684,0,6.12
BUBBLE,666.873352,10,583,0,5.74
BUBBLE,629.181824,10,534,0,6.39
BUBBLE,540.640503,10,654,0,6.51
BUBBLE,571.315552,10,501,0,6.40
BUBBLE,589.469971,10,720,0,7.02
BUBBLE,813.420166,10,668,0,6.41
