CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,912.153320,10,703,0,7.05
AREA,921.797913,10,636,0,5.44
AREA,1092.830078,10,674,0,5.83
AREA,987.023865,10,641,0,5.14
AREA,838.754089,10,648,0,6.21
AREA,1066.293823,10,704,0,5.97
AREA,1108.010498,10,701,0,5.21
AREA,998.949951,10,726,0,6.50
AREA,1029.751953,10,600,0,5.98
AREA,1003.992126,10,700,0,6.50
AREA,1133.565430,10,655,0,5.67
AREA,1094.290039,10,750,0,6.80
AREA,924.763184,10,1007,1,6.28
AREA,811.711670,10,637,0,5.90
AREA,906.252075,10,655,0,5.98
