CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,1110.598633,10,1010,0,5.49
STANDARD,1083.537109,10,1070,0,7.37
STANDARD,909.113464,10,954,0,6.28
STANDARD,1002.087891,10,1270,0,7.23
STANDARD,917.843750,10,1193,0,7.62
STANDARD,963.609680,10,807,0,6.71
STANDARD,1170.280029,10,1209,1,6.54
STANDARD,1074.700928,10,1297,1,6.61
STANDARD,1158.439453,10,1053,0,6.79
STANDARD,1051.119019,10,1202,0,7.41
STANDARD,948.820923,10,1016,0,5.47
STANDARD,745.126709,10,955,0,5.67
STANDARD,1481.213379,10,1121,0,6.26
STANDARD,1252.408691,10,1062,0,7.45
STANDARD,1035.950928,10,858,0,6.67
