CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,867.770935,30,623,0,5.01
STANDARD,921.695740,30,592,0,3.02
STANDARD,936.852722,30,699,0,3.91
STANDARD,987.022522,30,690,0,4.75
STANDARD,1045.216553,30,771,0,5.36
STANDARD,985.701904,30,670,0,3.48
STANDARD,1002.573792,30,612,0,3.40
STANDARD,1067.006226,30,827,0,5.82
STANDARD,1012.196777,30,713,0,4.60
STANDARD,1053.756592,30,877,1,5.13
STANDARD,996.927490,30,660,0,3.63
STANDARD,982.169861,30,682,0,4.21
STANDARD,1010.968018,30,779,0,5.36
STANDARD,1024.085693,30,886,0,5.44
STANDARD,1010.549744,30,933,0,5.95
