CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,946.202576,50,780,0,3.95
BUBBLE,1016.343811,50,709,0,4.38
BUBBLE,977.311035,50,618,0,1.63
BUBBLE,1011.266968,50,867,0,4.56
BUBBLE,889.242859,50,754,0,4.00
BUBBLE,1004.081421,50,591,0,4.46
BUBBLE,1028.998169,50,535,0,4.07
BUBBLE,1051.340820,50,660,0,4.35
BUBBLE,1057.278564,50,670,0,4.42
BUBBLE,952.541565,50,559,0,3.44
BUBBLE,1085.640015,50,548,0,4.37
BUBBLE,1032.380737,50,560,0,2.93
BUBBLE,967.264648,50,586,0,3.96
BUBBLE,965.173889,50,655,0,3.49
BUBBLE,1020.404480,50,606,0,2.89
