CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,975.188843,10,803,0,6.29
STANDARD,999.865173,10,917,0,4.64
STANDARD,973.093018,10,2055,0,7.11
STANDARD,1042.905518,10,1087,0,5.40
STANDARD,932.450134,10,1147,0,6.89
STANDARD,1056.682983,10,1191,0,7.09
STANDARD,1026.297485,10,1753,0,7.16
STANDARD,987.191101,10,1779,0,6.96
STANDARD,1046.197754,10,991,0,6.48
STANDARD,1012.605103,10,836,0,5.73
STANDARD,1025.004883,10,859,0,5.79
STANDARD,941.651794,10,756,0,6.05
STANDARD,982.520691,10,1054,0,5.90
STANDARD,1011.760010,10,1105,0,6.22
STANDARD,935.520508,10,1038,0,5.87
