CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,1328.724365,10,1207,0,7.84
BUBBLE,1214.610962,10,851,0,7.03
BUBBLE,1085.504150,10,761,0,6.93
BUBBLE,1308.332642,10,669,0,7.41
BUBBLE,916.176086,10,654,0,7.09
BUBBLE,1048.662720,10,837,0,6.58
BUBBLE,1201.488647,10,668,0,6.16
BUBBLE,1264.435181,10,568,0,6.48
BUBBLE,1091.096924,10,566,0,4.64
BUBBLE,1081.958252,10,635,0,6.99
BUBBLE,1232.196777,10,617,0,6.51
BUBBLE,1102.562744,10,653,0,5.96
BUBBLE,1096.431641,10,703,0,6.55
BUBBLE,1317.746094,10,878,0,6.85
BUBBLE,1259.694336,10,672,0,7.74
