CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,837.555359,50,602,0,3.95
AREA,950.385193,50,618,0,5.03
AREA,1068.666626,50,711,0,4.88
AREA,942.250305,50,508,0,3.88
AREA,898.453491,50,481,0,4.34
AREA,805.307617,50,591,0,4.05
AREA,861.289063,50,975,1,5.17
AREA,1071.547974,50,642,0,5.02
AREA,874.914001,50,559,0,5.08
AREA,1117.389526,50,638,0,5.19
AREA,1106.488037,50,668,0,5.11
AREA,895.437073,50,439,0,3.09
AREA,948.154541,50,764,1,3.71
AREA,1002.900513,50,670,0,4.60
AREA,905.362732,50,605,0,3.48
