CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,1225.060669,30,968,1,5.57
AREA,1131.343994,30,735,0,5.40
AREA,800.975952,30,714,0,4.78
AREA,970.741028,30,766,0,5.47
AREA,726.452515,30,587,0,5.25
AREA,784.025269,30,1020,1,4.22
AREA,1060.658936,30,570,0,4.90
AREA,989.522095,30,750,0,4.27
AREA,876.545898,30,721,0,4.87
AREA,962.849792,30,656,0,4.20
AREA,1425.219971,30,651,0,4.77
AREA,793.607666,30,718,0,5.23
AREA,882.877747,30,593,0,4.91
AREA,990.584595,30,650,0,4.23
AREA,1142.172729,30,699,0,4.37
