CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,1005.348389,30,763,0,5.80
STANDARD,1024.776611,30,1088,1,6.00
STANDARD,1084.072510,30,758,0,5.77
STANDARD,907.303650,30,793,0,5.44
STANDARD,1016.732361,30,859,0,3.18
STANDARD,1049.226196,30,949,0,6.04
STANDARD,950.751831,30,783,0,4.62
STANDARD,1005.953552,30,811,0,3.89
STANDARD,1021.338623,30,693,0,4.72
STANDARD,986.638550,30,1267,1,5.63
STANDARD,977.650085,30,904,0,4.86
STANDARD,1043.105469,30,754,0,4.45
STANDARD,990.046204,30,904,0,5.30
STANDARD,1110.257446,30,880,0,4.97
STANDARD,953.949158,30,900,0,4.77
