CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,650.927063,30,620,0,3.24
BUBBLE,705.563538,30,886,0,3.41
BUBBLE,731.321472,30,1054,0,5.38
BUBBLE,782.307861,30,1054,0,5.34
BUBBLE,776.866211,30,891,0,4.40
BUBBLE,750.857239,30,1035,0,5.07
BUBBLE,723.140686,30,822,0,3.95
BUBBLE,724.967407,30,2553,1,5.28
BUBBLE,730.948242,30,1154,0,5.78
BUBBLE,764.899048,30,822,0,5.12
BUBBLE,720.833435,30,972,0,5.58
BUBBLE,759.694763,30,1106,0,5.73
BUBBLE,753.291077,30,970,0,4.80
BUBBLE,688.193481,30,821,0,4.97
BUBBLE,691.751770,30,852,0,3.01
