CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,877.200073,10,897,0,6.25
AREA,504.619720,10,1055,0,6.93
AREA,815.663696,10,648,0,6.09
AREA,705.300171,10,949,0,5.97
AREA,726.916443,10,1184,0,7.40
AREA,619.104492,10,942,0,6.19
AREA,780.251221,10,1135,0,6.52
AREA,623.519165,10,875,0,6.23
AREA,721.638245,10,697,0,5.98
AREA,904.781372,10,881,0,6.72
AREA,631.109375,10,694,0,5.62
AREA,904.471313,10,555,0,5.43
AREA,713.962708,10,788,0,6.09
AREA,760.301575,10,1083,0,5.87
AREA,600.323364,10,1071,0,6.93
