CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,806.438354,50,869,0,3.31
AREA,527.238770,50,1035,0,4.84
AREA,808.343445,50,914,0,4.66
AREA,637.210083,50,785,0,3.81
AREA,607.405884,50,1034,0,4.51
AREA,522.825989,50,625,0,4.49
AREA,934.200867,50,724,0,2.93
AREA,823.689636,50,601,0,3.72
AREA,869.410339,50,659,0,2.89
AREA,614.613098,50,716,0,4.65
AREA,772.914185,50,753,0,4.33
AREA,716.434021,50,592,0,2.47
AREA,742.395264,50,736,0,3.99
AREA,539.338989,50,761,0,3.47
AREA,657.634949,50,1403,0,3.47
