CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,751.356506,10,719,0,2.86
STANDARD,715.558838,10,1386,0,6.28
STANDARD,754.370239,10,1187,0,7.14
STANDARD,762.999207,10,1975,2,3.51
STANDARD,743.190063,10,1069,0,6.14
STANDARD,753.742737,10,1334,0,6.30
STANDARD,730.875916,10,2470,1,6.64
STANDARD,728.169800,10,1386,0,5.98
STANDARD,761.181580,10,1804,1,7.06
STANDARD,718.879211,10,1285,0,6.37
STANDARD,704.271973,10,1787,1,6.32
STANDARD,693.695618,10,2575,2,6.98
STANDARD,821.167542,10,1187,0,3.95
STANDARD,727.505676,10,1588,0,5.56
STANDARD,700.963013,10,1650,0,5.55
