CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,754.984497,50,1092,0,3.55
BUBBLE,780.133240,50,1046,0,4.69
BUBBLE,761.196777,50,611,0,1.55
BUBBLE,767.047729,50,703,0,3.09
BUBBLE,745.882507,50,813,0,3.16
BUBBLE,734.830688,50,710,0,3.59
BUBBLE,748.183167,50,677,0,3.93
BUBBLE,737.712891,50,931,0,4.40
BUBBLE,767.679504,50,796,0,3.47
BUBBLE,770.801880,50,667,0,2.47
BUBBLE,777.552795,50,606,0,2.23
BUBBLE,775.086121,50,1222,0,3.81
BUBBLE,759.652710,50,1062,0,4.83
BUBBLE,761.173523,50,1140,0,4.86
BUBBLE,758.745117,50,684,0,4.10
