CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,772.825012,10,1248,0,6.05
STANDARD,731.624817,10,1735,0,6.66
STANDARD,753.833313,10,1503,0,6.14
STANDARD,749.408691,10,1176,0,5.83
STANDARD,711.692017,10,2584,2,5.79
STANDARD,767.270203,10,987,0,6.03
STANDARD,732.037842,10,1419,0,5.82
STANDARD,740.659546,10,1087,0,4.79
STANDARD,739.678467,10,1654,1,6.17
STANDARD,737.361694,10,1953,0,6.86
STANDARD,750.242493,10,1371,0,5.75
STANDARD,761.754272,10,1704,0,5.67
STANDARD,771.223267,10,1220,0,5.06
STANDARD,726.799500,10,804,0,2.59
STANDARD,777.069214,10,2389,1,7.32
