CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,778.770325,10,1225,0,6.46
BUBBLE,716.828857,10,1087,0,7.24
BUBBLE,733.442627,10,1205,0,6.37
BUBBLE,747.126404,10,1439,0,6.86
BUBBLE,768.571533,10,1037,0,7.00
BUBBLE,750.327393,10,1154,0,7.06
BUBBLE,758.946838,10,754,0,6.11
BUBBLE,774.648010,10,789,0,5.07
BUBBLE,737.488831,10,1106,0,6.09
BUBBLE,726.704834,10,971,0,5.88
BUBBLE,725.112488,10,1036,0,7.15
BUBBLE,737.427307,10,939,0,6.67
BUBBLE,703.119324,10,806,0,3.96
BUBBLE,767.627686,10,1192,0,6.62
BUBBLE,765.664978,10,1171,0,6.14
