CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,717.137939,30,1157,0,5.43
STANDARD,699.742493,30,1120,0,4.13
STANDARD,709.289429,30,1173,0,3.58
STANDARD,759.119934,30,1316,0,4.42
STANDARD,750.862488,30,806,0,4.76
STANDARD,753.589905,30,957,0,4.39
STANDARD,743.127258,30,875,0,5.29
STANDARD,762.952759,30,793,0,2.95
STANDARD,755.302734,30,1137,0,2.58
STANDARD,762.933594,30,847,0,3.32
STANDARD,750.882813,30,891,0,4.89
STANDARD,742.623047,30,925,0,4.14
STANDARD,763.521057,30,976,0,4.43
STANDARD,790.897827,30,1445,0,5.35
STANDARD,743.523865,30,923,0,1.08
