CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,784.185059,30,1000,0,4.36
STANDARD,679.638550,30,1264,1,0.29
STANDARD,765.549866,30,808,0,4.90
STANDARD,714.209961,30,850,0,3.57
STANDARD,766.353516,30,1456,0,4.57
STANDARD,767.665527,30,1286,0,5.82
STANDARD,678.159607,30,2156,2,2.11
STANDARD,681.480347,30,1306,0,4.07
STANDARD,790.867188,30,1455,0,5.67
STANDARD,781.476929,30,1270,0,5.51
STANDARD,691.640991,30,1230,0,4.15
STANDARD,779.588867,30,1154,0,4.57
STANDARD,720.126404,30,843,0,4.57
STANDARD,691.200378,30,1004,0,5.32
STANDARD,689.317993,30,943,0,3.21
