CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,732.763245,10,972,0,6.40
AREA,639.388550,10,800,0,6.35
AREA,816.994141,10,790,0,5.82
AREA,759.899353,10,916,0,5.93
AREA,752.250793,10,734,0,5.11
AREA,762.770996,10,1134,0,6.87
AREA,828.054260,10,1250,0,6.81
AREA,656.143250,10,1190,0,7.01
AREA,703.529236,10,1139,0,6.84
AREA,685.989685,10,1117,0,6.23
AREA,668.751648,10,913,0,5.30
AREA,771.858704,10,931,0,5.97
AREA,598.401123,10,1326,0,6.74
AREA,711.331238,10,1265,0,6.74
AREA,748.585938,10,1067,0,6.28
