CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,841.367859,10,1616,0,5.11
STANDARD,776.084229,10,2580,1,7.14
STANDARD,613.868591,10,1128,0,6.28
STANDARD,877.335938,10,1483,0,6.30
STANDARD,670.501160,10,1420,0,6.79
STANDARD,772.462402,10,912,0,4.55
STANDARD,729.643005,10,1456,0,6.17
STANDARD,497.465393,10,1285,0,4.37
STANDARD,682.672363,10,1251,0,4.89
STANDARD,688.852051,10,1509,0,5.88
STANDARD,958.743164,10,1965,1,5.51
STANDARD,574.582397,10,1559,0,6.32
STANDARD,380.291534,10,1129,0,4.58
STANDARD,576.052979,10,2109,1,6.63
STANDARD,864.983276,10,1426,0,6.87
