CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,681.062500,50,651,0,3.11
BUBBLE,1060.319824,50,590,0,3.85
BUBBLE,772.878601,50,791,0,2.75
BUBBLE,841.292969,50,686,0,2.71
BUBBLE,939.174133,50,717,0,4.49
BUBBLE,737.090454,50,719,0,3.11
BUBBLE,396.616455,50,802,0,2.65
BUBBLE,927.192871,50,912,0,4.26
BUBBLE,839.939941,50,786,0,3.31
BUBBLE,752.199402,50,987,0,4.56
BUBBLE,953.203247,50,622,0,4.06
BUBBLE,1038.365967,50,1014,0,4.91
BUBBLE,963.097473,50,938,0,5.19
BUBBLE,715.121399,50,874,0,5.02
BUBBLE,744.879761,50,834,0,4.82
