CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,734.861633,10,887,0,4.54
AREA,804.199524,10,1585,0,6.52
AREA,729.559265,10,2510,0,6.63
AREA,725.804016,10,1085,0,5.77
AREA,800.297729,10,969,0,4.50
AREA,755.111145,10,886,0,6.36
AREA,789.308960,10,884,0,5.73
AREA,728.422791,10,1220,0,6.90
AREA,741.373047,10,819,0,5.63
AREA,759.838562,10,952,0,5.99
AREA,732.826965,10,1005,0,5.04
AREA,795.756165,10,1261,0,6.88
AREA,743.506592,10,985,0,4.95
AREA,716.767029,10,935,0,6.73
AREA,753.418518,10,1220,0,6.13
