CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,700.469788,30,1053,0,5.77
BUBBLE,800.350586,30,970,0,4.59
BUBBLE,664.681335,30,753,0,4.95
BUBBLE,735.953857,30,588,0,4.76
BUBBLE,736.236450,30,583,0,3.08
BUBBLE,764.380493,30,920,0,5.30
BUBBLE,705.958496,30,699,0,3.66
BUBBLE,707.111328,30,857,0,2.98
BUBBLE,738.916321,30,953,0,5.01
BUBBLE,742.760742,30,908,0,5.31
BUBBLE,781.782654,30,566,0,4.43
BUBBLE,742.554138,30,555,0,4.77
BUBBLE,639.478394,30,619,0,4.91
BUBBLE,802.181152,30,552,0,3.90
BUBBLE,764.513306,30,553,0,3.31
