CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,729.959717,50,706,0,3.39
AREA,826.054138,50,885,0,4.66
AREA,778.941467,50,669,0,4.41
AREA,750.629211,50,488,0,2.14
AREA,528.031982,50,557,0,2.84
AREA,719.055908,50,638,0,4.31
AREA,662.135986,50,685,0,3.03
AREA,767.386414,50,937,1,3.65
AREA,717.999695,50,567,0,2.94
AREA,771.032166,50,1120,2,1.52
AREA,673.028137,50,734,0,3.66
AREA,713.244995,50,667,0,3.90
AREA,764.382141,50,702,0,4.24
AREA,687.028870,50,1120,0,5.09
AREA,750.757263,50,719,0,4.48
