CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,764.307190,50,1096,0,4.19
STANDARD,731.645691,50,1012,0,4.88
STANDARD,755.676025,50,789,0,4.67
STANDARD,772.524170,50,860,0,4.72
STANDARD,767.200256,50,924,0,2.39
STANDARD,715.689636,50,1613,0,3.68
STANDARD,783.293213,50,1067,0,3.57
STANDARD,716.378113,50,1358,1,4.25
STANDARD,725.457825,50,1191,0,4.66
STANDARD,737.999451,50,960,0,4.28
STANDARD,724.665466,50,1207,0,4.44
STANDARD,724.091919,50,1505,0,4.93
STANDARD,710.739807,50,1164,0,4.24
STANDARD,720.268921,50,1546,0,3.40
STANDARD,756.498291,50,1105,0,5.06
