CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,733.078186,10,2054,2,6.68
STANDARD,750.094177,10,1225,0,5.26
STANDARD,718.197754,10,1336,0,4.20
STANDARD,822.076660,10,1251,0,6.11
STANDARD,772.531433,10,1036,0,4.74
STANDARD,700.097412,10,2061,1,5.93
STANDARD,675.235718,10,1994,1,6.81
STANDARD,756.664917,10,1848,1,5.39
STANDARD,780.079834,10,1657,0,5.88
STANDARD,702.638672,10,1284,0,6.30
STANDARD,782.047058,10,2379,1,5.99
STANDARD,753.684937,10,2089,0,5.30
STANDARD,748.951660,10,1827,0,6.60
STANDARD,589.263611,10,2165,1,3.99
STANDARD,772.531677,10,1343,0,6.58
