CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,729.355225,50,710,0,4.42
BUBBLE,736.352478,50,1411,1,3.27
BUBBLE,765.770691,50,1011,0,3.95
BUBBLE,762.906616,50,802,0,3.17
BUBBLE,763.716125,50,855,0,4.07
BUBBLE,749.704468,50,1359,1,4.49
BUBBLE,793.969055,50,899,0,4.46
BUBBLE,755.500549,50,1039,0,2.83
BUBBLE,733.334351,50,696,0,4.64
BUBBLE,739.267090,50,649,0,4.80
BUBBLE,771.443298,50,728,0,4.67
BUBBLE,736.175659,50,592,0,3.79
BUBBLE,778.560059,50,583,0,4.14
BUBBLE,745.514771,50,720,0,4.59
BUBBLE,774.592773,50,684,0,2.77
