CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,729.227661,30,795,0,4.01
BUBBLE,771.667664,30,1045,1,5.09
BUBBLE,715.025513,30,719,0,4.12
BUBBLE,765.121521,30,831,0,4.87
BUBBLE,672.885193,30,723,0,4.75
BUBBLE,715.135742,30,1388,2,4.76
BUBBLE,766.702209,30,688,0,3.91
BUBBLE,751.597900,30,975,0,4.72
BUBBLE,780.724304,30,1440,0,5.03
BUBBLE,748.261169,30,1043,0,4.86
BUBBLE,751.831482,30,853,0,4.63
BUBBLE,764.255432,30,727,0,4.49
BUBBLE,747.219482,30,896,1,1.44
BUBBLE,766.293884,30,847,0,4.79
BUBBLE,743.621033,30,686,0,3.91
